edgeId,edgeType,maneuver,fromIndex,fromName,fromRoad,fromLane,fromX,fromY,fromZ,toIndex,toName,toRoad,toLane,toX,toY,toZ,controlX,controlY,controlZ,angleDegrees,fromLaneIsLeftmostTurnLane,source,bridgePart
9560,base,base,9396,Road_252-Lane_0-Waypoint_20,252,0,-2937.225,0.050,-1575.127,11704,Road_252-Lane_0-Waypoint_18,252,0,-2931.289,0.050,-1575.240,,,,0.00,1,gley,
9561,base,base,9397,Road_59-Lane_0-Waypoint_18,59,0,-272.691,0.010,462.649,2261,Road_59-Lane_0-Waypoint_16,59,0,-267.698,0.010,462.644,,,,0.00,1,gley,
9562,base,base,9398,Road_37-Lane_1-Connector5,37,1,398.986,0.000,247.148,7603,Road_37-Lane_1-Connector6,37,1,399.688,0.000,252.297,,,,0.00,1,gley,
9563,base,base,9399,Road_16-Lane_0-CConnect3,16,0,211.030,0.000,-352.115,5165,Road_15-Lane_3-In,15,3,209.483,0.000,-352.108,,,,0.00,1,gley,
9564,base,base,9400,Road_112-Lane_1-Waypoint_14,112,1,-349.780,0.010,-355.754,5349,Road_112-Lane_1-Waypoint_16,112,1,-354.231,0.010,-355.754,,,,0.00,0,gley,
9565,base,base,9401,Road_250-Lane_0-Waypoint_14,250,0,-3000.120,0.050,-1368.445,14664,Road_250-Lane_0-Waypoint_12,250,0,-2999.791,0.050,-1373.988,,,,0.00,1,gley,
9567,base,base,9403,Road_5-Lane_0-Waypoint_36,5,0,221.411,0.000,-101.520,208,Road_5-Lane_0-Waypoint_34,5,0,221.410,0.000,-105.729,,,,0.00,1,gley,
9568,base,base,9404,Road_1700-Lane_1-Waypoint_14,1700,1,-1676.777,0.200,-1267.535,6873,Road_1700-Lane_1-Waypoint_16,1700,1,-1676.777,0.200,-1262.718,,,,0.00,0,gley,bridge_deck
9569,base,base,9405,Road_103-Lane_0-Waypoint_28,103,0,-40.333,0.000,-268.950,6026,Road_103-Lane_0-Waypoint_26,103,0,-40.337,0.000,-273.335,,,,0.00,1,gley,
9570,base,base,9406,Road_237-Lane_0-Waypoint_253,237,0,-2509.419,0.000,-964.348,4298,Road_237-Lane_0-Waypoint_251,237,0,-2506.130,0.000,-961.168,,,,0.00,1,gley,
9571,base,base,9407,Road_106-Lane_0-Waypoint_38,106,0,-40.396,0.000,-96.540,5418,Road_106-Lane_0-Waypoint_36,106,0,-40.392,0.000,-100.940,,,,0.00,1,gley,
9572,base,base,9408,Road_153-Lane_1-Waypoint_26,153,1,-1412.933,1.274,-1445.816,5754,Road_153-Lane_1-Waypoint_28,153,1,-1412.908,1.351,-1450.145,,,,0.00,1,gley,
9573,base,base,9409,Road_73-Lane_0-Connector4,73,0,-124.008,0.000,309.960,17743,Road_73-Lane_0-Connector5,73,0,-124.011,0.000,313.048,,,,0.00,1,gley,
9574,base,base,9410,Road_96-Lane_3-Waypoint_10,96,3,-167.950,0.000,-351.736,1016,Road_96-Lane_3-Waypoint_12,96,3,-171.964,0.000,-351.707,,,,0.00,0,gley,
9575,base,base,9411,Road_17-Lane_0-Waypoint_6,17,0,190.556,0.000,-212.503,4058,Road_17-Lane_0-Waypoint_4,17,0,195.860,0.000,-212.501,,,,0.00,1,gley,
9576,base,base,9412,Road_107-Lane_1-Waypoint_10,107,1,50.758,0.000,-158.257,12893,Road_107-Lane_1-Waypoint_12,107,1,50.758,0.000,-152.774,,,,0.00,1,gley,
9577,base,base,9413,Road_57-Lane_1-Connector4,57,1,46.698,0.000,101.749,7157,Road_57-Lane_1-Connector5,57,1,46.686,0.000,98.338,,,,0.00,1,gley,
9578,base,base,9414,Road_61-Lane_0-Waypoint_2,61,0,-106.426,0.000,309.544,8723,Road_61-Lane_0-Waypoint_4,61,0,-100.250,0.000,309.530,,,,0.00,1,gley,
9579,base,base,9415,Road_31-Lane_0-Waypoint_18,31,0,77.169,0.000,-25.154,9328,Road_31-Lane_0-Waypoint_16,31,0,82.039,0.000,-25.163,,,,0.00,1,gley,
9580,base,base,9416,Road_254-Lane_0-Waypoint_6,254,0,-2917.601,0.050,-1522.752,10007,Road_254-Lane_0-Waypoint_4,254,0,-2925.188,0.050,-1522.568,,,,0.00,1,gley,
9581,base,base,9417,Road_117-Lane_1-Waypoint_16,117,1,-266.957,0.010,-208.514,14907,Road_117-Lane_1-Waypoint_18,117,1,-271.794,0.010,-208.522,,,,0.00,1,gley,
9582,base,base,9418,Road_197-Lane_1-Waypoint_35,197,1,-1617.104,8.834,-1343.733,9883,Road_197-Lane_1-Waypoint_37,197,1,-1625.589,8.834,-1343.742,,,,0.00,1,gley,
9583,base,base,9419,Road_213-Lane_1-Waypoint_4,213,1,-2343.824,0.000,-1380.997,15617,Road_213-Lane_1-Waypoint_5,213,1,-2337.990,0.000,-1381.712,,,,0.00,1,gley,
9584,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,8907,Road_97-Lane_0-CConnect10,97,0,-215.344,0.000,-347.551,,,,0.00,1,gley,
9585,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,13888,Road_97-Lane_0-CConnect4,97,0,-215.668,0.003,-344.665,,,,0.00,1,gley,
9586,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,13096,Road_97-Lane_0-CConnect5,97,0,-215.326,0.002,-345.549,,,,0.00,1,gley,
9587,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,14461,Road_97-Lane_0-CConnect5,97,0,-215.321,0.002,-346.608,,,,0.00,1,gley,
9588,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,16902,Road_97-Lane_0-CConnect6,97,0,-215.335,0.002,-345.764,,,,0.00,1,gley,
9589,base,base,9420,Road_97-Lane_0-Out,97,0,-215.234,0.000,-339.334,2337,Road_97-Lane_0-CConnect9,97,0,-215.355,0.000,-346.195,,,,0.00,1,gley,
9590,base,base,9421,Road_42-Lane_1-Waypoint_18,42,1,399.847,0.000,385.437,4848,Road_42-Lane_1-Waypoint_20,42,1,399.844,0.000,389.470,,,,0.00,1,gley,
9591,base,base,9422,Road_26-Lane_3-Waypoint_4,26,3,284.169,0.000,169.881,10074,Road_26-Lane_3-Waypoint_6,26,3,279.607,0.000,169.880,,,,0.00,0,gley,
9592,base,base,9423,Road_222-Lane_3-Waypoint_28,222,3,-2703.764,-0.008,-1028.927,7857,Road_222-Lane_3-Waypoint_30,222,3,-2708.943,-0.008,-1029.126,,,,0.00,0,gley,
9593,base,base,9424,Road_237-Lane_0-Waypoint_255,237,0,-2512.567,0.000,-967.447,9406,Road_237-Lane_0-Waypoint_253,237,0,-2509.419,0.000,-964.348,,,,0.00,1,gley,
9594,base,base,9425,Road_135-Lane_1-Waypoint_2,135,1,-1431.127,0.300,-1327.115,1468,Road_135-Lane_1-Waypoint_4,135,1,-1437.294,0.300,-1327.120,,,,0.00,0,gley,
9595,base,base,9426,Road_157-Lane_2-Waypoint_12,157,2,-1546.285,0.200,-977.908,7067,Road_157-Lane_2-Waypoint_10,157,2,-1542.270,0.200,-977.922,,,,0.00,0,gley,
9596,base,base,9427,Road_204-Lane_0-Waypoint_16,204,0,-3113.594,-0.008,-1180.277,8789,Road_204-Lane_0-Waypoint_14,204,0,-3117.925,-0.008,-1180.377,,,,0.00,1,gley,
9597,base,base,9428,Road_154-Lane_1-CConnect7,154,1,-1407.201,0.200,-1136.900,7049,Road_155-Lane_0-In,155,0,-1407.199,0.200,-1133.319,,,,0.00,1,gley,
9598,base,base,9429,Road_78-Lane_1-Connector2,78,1,-36.073,0.000,260.505,10232,Road_78-Lane_1-CConnect2,78,1,-36.535,0.000,266.466,,,,0.00,1,gley,
9599,base,base,9430,Road_30-Lane_0-Connector2,30,0,131.111,0.000,161.891,8125,Road_30-Lane_0-Connector3,30,0,134.272,0.000,161.903,,,,0.00,1,gley,
9600,base,base,9431,Road_50-Lane_0-CConnect6,50,0,300.869,0.000,306.644,2451,Road_50-Lane_0-Connector2,50,0,304.786,0.000,307.164,,,,0.00,1,gley,
9601,base,base,9432,Road_93-Lane_2-Out,93,2,-53.425,0.000,-386.026,1465,Road_93-Lane_2-CConnect7,93,2,-48.167,0.000,-386.018,,,,0.00,0,gley,
9602,base,base,9433,Road_17-Lane_1-Connector5,17,1,128.812,0.000,-208.491,6513,Road_17-Lane_1-CConnect5,17,1,124.189,0.000,-208.485,,,,0.00,1,gley,
9603,base,base,9434,Road_147-Lane_1-Connector5,147,1,-1680.685,2.000,-1501.542,17319,Road_147-Lane_1-CConnect5,147,1,-1680.438,2.000,-1495.230,,,,0.00,1,gley,
9604,base,base,9435,Road_115-Lane_3-Waypoint_2,115,3,-496.058,0.010,-351.516,5568,Road_115-Lane_3-Waypoint_4,115,3,-502.255,0.010,-351.541,,,,0.00,0,gley,
9605,base,base,9436,Road_237-Lane_0-Waypoint_237,237,0,-2479.212,0.000,-937.904,12650,Road_237-Lane_0-Waypoint_235,237,0,-2474.814,0.000,-934.611,,,,0.00,1,gley,
9606,base,base,9437,Road_81-Lane_2-In,81,2,-26.632,0.000,-29.260,11819,Road_81-Lane_2-Waypoint_22,81,2,-23.102,0.000,-29.266,,,,0.00,0,gley,
9607,base,base,9438,Road_228-Lane_0-Waypoint_34,228,0,-3110.246,-0.209,-1062.904,979,Road_228-Lane_0-Waypoint_32,228,0,-3115.480,-0.209,-1065.520,,,,0.00,1,gley,
9608,base,base,9439,Road_237-Lane_3-Waypoint_117,237,3,-2100.643,0.300,-889.018,16071,Road_237-Lane_3-Waypoint_119,237,3,-2105.498,0.300,-888.931,,,,0.00,0,gley,
9609,base,base,9440,Road_106-Lane_1-Connector2,106,1,-36.434,0.000,-32.421,14196,Road_106-Lane_1-Connector3,106,1,-36.454,0.000,-28.787,,,,0.00,1,gley,
9610,base,base,9441,Road_218-Lane_1-Waypoint_6,218,1,-2120.190,8.500,-1343.727,3813,Road_218-Lane_1-Waypoint_8,218,1,-2126.928,8.500,-1343.695,,,,0.00,1,gley,
9611,base,base,9442,Road_228-Lane_0-Waypoint_4,228,0,-3163.986,-0.209,-1112.819,10132,Road_228-Lane_0-Waypoint_2,228,0,-3165.497,-0.209,-1117.240,,,,0.00,1,gley,
9612,base,base,9443,Road_9-Lane_1-CConnect5,9,1,396.116,0.000,-345.723,13932,Road_9-Lane_1-Connector2,9,1,395.841,0.000,-350.629,,,,0.00,1,gley,
9614,base,base,9445,Road_222-Lane_0-Waypoint_56,222,0,-2769.063,-0.008,-1036.981,5023,Road_222-Lane_0-Waypoint_54,222,0,-2762.798,-0.008,-1037.244,,,,0.00,1,gley,
9615,base,base,9446,Road_114-Lane_0-CConnect5,114,0,-378.542,0.010,-382.131,6061,Road_111-Lane_0-In,111,0,-374.130,0.010,-382.125,,,,0.00,0,gley,
9616,base,base,9447,Road_65-Lane_0-Waypoint_22,65,0,-230.437,0.000,309.520,2830,Road_65-Lane_0-Out,65,0,-227.823,0.000,309.516,,,,0.00,1,gley,
9617,base,base,9448,Road_54-Lane_3-Connector3,54,3,308.462,0.000,455.117,13293,Road_54-Lane_3-CConnect3,54,3,308.927,0.000,449.250,,,,0.00,0,gley,
9618,base,base,9449,Road_8-Lane_0-Waypoint_52,8,0,399.940,0.000,-174.436,8999,Road_8-Lane_0-Waypoint_50,8,0,399.942,0.000,-167.956,,,,0.00,1,gley,
9619,base,base,9450,Road_218-Lane_1-Out,218,1,-2444.982,8.500,-1311.505,3130,Road_217-Lane_0-In,217,0,-2450.449,9.220,-1303.783,,,,0.00,1,gley,
9620,base,base,9451,Road_98-Lane_1-CConnect5,98,1,-233.516,0.010,-110.215,15397,Road_124-Lane_1-In,124,1,-234.378,0.010,-110.979,,,,0.00,1,gley,
9621,base,base,9452,Road_3-Lane_3-Waypoint_18,3,3,251.830,0.000,-204.434,1094,Road_3-Lane_3-Waypoint_20,3,3,246.206,0.000,-204.438,,,,0.00,0,gley,
9623,base,base,9454,Road_140-Lane_0-Connector4,140,0,-1413.935,0.263,-1358.875,13037,Road_140-Lane_0-Connector5,140,0,-1412.174,0.257,-1357.749,,,,0.00,0,gley,
9624,base,base,9455,Road_6-Lane_1-Waypoint_20,6,1,285.505,0.000,-25.314,3873,Road_6-Lane_1-Waypoint_22,6,1,292.139,0.000,-25.312,,,,0.00,1,gley,
9625,base,base,9456,Road_103-Lane_1-Waypoint_8,103,1,-36.372,0.000,-312.735,2184,Road_103-Lane_1-Waypoint_10,103,1,-36.368,0.000,-307.462,,,,0.00,1,gley,
9626,base,base,9457,Road_197-Lane_2-Waypoint_145,197,2,-2055.960,8.690,-1352.984,1973,Road_197-Lane_2-Waypoint_143,197,2,-2040.453,8.690,-1353.000,,,,0.00,0,gley,
9627,base,base,9458,Road_225-Lane_1-Waypoint_16,225,1,-2998.612,-0.209,-1086.864,16935,Road_225-Lane_1-Waypoint_18,225,1,-3002.734,-0.209,-1087.663,,,,0.00,1,gley,
9628,base,base,9459,Road_219-Lane_0-Waypoint_10,219,0,-2606.114,-0.008,-1167.253,679,Road_219-Lane_0-Waypoint_12,219,0,-2609.439,-0.008,-1170.336,,,,0.00,1,gley,
9629,base,base,9460,Road_215-Lane_1-Waypoint_38,215,1,-3232.631,0.050,-1217.430,4836,Road_215-Lane_1-Out,215,1,-3235.889,0.050,-1217.413,,,,0.00,1,gley,
9630,base,base,9461,Road_113-Lane_0-Connector3,113,0,-473.980,0.010,-359.656,3777,Road_113-Lane_0-Connector4,113,0,-477.005,0.010,-359.621,,,,0.00,0,gley,
9631,base,base,9462,Road_235-Lane_0-Waypoint_65,235,0,-2813.383,0.000,-960.708,7551,Road_235-Lane_0-Waypoint_67,235,0,-2819.606,0.000,-962.966,,,,0.00,1,gley,
9632,base,base,9463,Road_251-Lane_1-Waypoint_82,251,1,-2953.125,0.050,-1610.535,5865,Road_251-Lane_1-Waypoint_85,251,1,-2953.133,0.050,-1616.010,,,,0.00,1,gley,
9633,base,base,9464,Road_214-Lane_0-In,214,0,-2390.409,0.000,-1374.924,16771,Road_214-Lane_0-Waypoint_140,214,0,-2392.455,-0.008,-1374.327,,,,0.00,1,gley,
9634,base,base,9465,Road_197-Lane_4-Waypoint_72,197,4,-1737.860,9.172,-1357.682,9170,Road_197-Lane_4-Waypoint_69,197,4,-1729.774,9.172,-1357.672,,,,0.00,0,gley,
9635,base,base,9466,Road_19-Lane_0-Connector2,19,0,134.172,0.000,-202.662,1716,Road_19-Lane_0-Connector3,19,0,134.171,0.000,-206.229,,,,0.00,1,gley,
9636,base,base,9467,Road_224-Lane_0-Waypoint_35,224,0,-2916.602,-0.209,-1078.986,629,Road_224-Lane_0-Waypoint_33,224,0,-2911.289,-0.209,-1077.548,,,,0.00,1,gley,
9637,base,base,9468,Road_129-Lane_1-Waypoint_26,129,1,-472.694,0.010,-273.512,8529,Road_129-Lane_1-Waypoint_28,129,1,-472.687,0.010,-269.178,,,,0.00,1,gley,
9638,base,base,9469,Road_1700-Lane_0-Waypoint_50,1700,0,-1683.277,0.200,-1183.038,3273,Road_1700-Lane_0-Waypoint_52,1700,0,-1683.277,0.200,-1176.041,,,,0.00,1,gley,bridge_deck
9640,base,base,9471,Road_80-Lane_0-Waypoint_8,80,0,94.413,0.000,371.533,17685,Road_80-Lane_0-Waypoint_6,80,0,100.667,0.000,371.535,,,,0.00,1,gley,
9641,base,base,9472,Road_30-Lane_3-CConnect3,30,3,54.470,0.000,170.111,12638,Road_30-Lane_3-Connector2,30,3,51.500,0.000,171.457,,,,0.00,0,gley,
9642,base,base,9473,Road_10-Lane_2-Waypoint_14,10,2,348.475,0.000,-363.475,12251,Road_10-Lane_2-Waypoint_16,10,2,344.035,0.000,-363.477,,,,0.00,1,gley,
9643,base,base,9474,Road_198-Lane_1-Waypoint_47,198,1,-2919.897,-0.008,-1253.288,4785,Road_198-Lane_1-Waypoint_49,198,1,-2920.457,-0.008,-1246.660,,,,0.00,1,gley,
9644,base,base,9475,Road_251-Lane_1-Waypoint_91,251,1,-2952.865,0.050,-1625.992,6395,Road_251-Lane_1-Waypoint_93,251,1,-2951.208,0.050,-1632.440,,,,0.00,1,gley,
9645,base,base,9476,Road_101-Lane_3-Waypoint_18,101,3,18.845,0.000,-216.451,1365,Road_101-Lane_3-Waypoint_20,101,3,24.719,0.000,-216.441,,,,0.00,0,gley,
9646,base,base,9477,Road_54-Lane_0-Waypoint_22,54,0,292.835,0.000,466.634,4538,Road_54-Lane_0-Waypoint_20,54,0,286.058,0.000,466.626,,,,0.00,1,gley,
9647,base,base,9478,Road_114-Lane_3-Connector2,114,3,-392.216,0.010,-374.187,8547,Road_114-Lane_3-Connector3,114,3,-388.949,0.010,-374.214,,,,0.00,1,gley,
9648,base,base,9479,Road_67-Lane_0-Waypoint_18,67,0,-211.191,0.000,396.450,12503,Road_67-Lane_0-Waypoint_16,67,0,-211.192,0.000,400.583,,,,0.00,1,gley,
9649,base,base,9480,Road_218-Lane_5-Waypoint_124,218,5,-2425.648,8.500,-1308.441,4126,Road_218-Lane_5-Waypoint_126,218,5,-2429.576,8.500,-1307.031,,,,0.00,0,gley,
9650,base,base,9481,Road_209-Lane_1-Waypoint_25,209,1,-2894.627,-0.008,-1379.417,15843,Road_209-Lane_1-Waypoint_28,209,1,-2889.006,-0.008,-1379.255,,,,0.00,1,gley,
9651,base,base,9482,Road_162-Lane_1-Connector6,162,1,-1862.898,0.200,-1154.322,9768,Road_162-Lane_1-Connector7,162,1,-1862.898,0.200,-1158.062,,,,0.00,1,gley,
9652,base,base,9483,Road_210-Lane_1-Waypoint_48,210,1,-2395.561,-0.008,-1543.031,8893,Road_210-Lane_1-Waypoint_50,210,1,-2395.990,-0.008,-1548.607,,,,0.00,1,gley,
9653,base,base,9484,Road_242-Lane_0-Waypoint_94,242,0,-3097.521,0.050,-1353.236,11611,Road_242-Lane_0-Waypoint_92,242,0,-3104.834,0.050,-1353.388,,,,0.00,1,gley,
9654,base,base,9485,Road_1705-Lane_0-Waypoint_4,1705,0,-1495.542,4.077,-1149.072,6151,Road_1705-Lane_0-Waypoint_6,1705,0,-1500.227,3.473,-1152.920,,,,0.00,1,gley,bridge_cross_178_184
9655,base,base,9486,Road_218-Lane_2-Waypoint_86,218,2,-2335.602,8.500,-1349.554,14238,Road_218-Lane_2-Waypoint_84,218,2,-2329.464,8.500,-1350.248,,,,0.00,0,gley,
9656,base,base,9487,Road_242-Lane_1-Waypoint_90,242,1,-3111.996,0.050,-1356.544,11769,Road_242-Lane_1-Waypoint_92,242,1,-3104.771,0.050,-1356.387,,,,0.00,1,gley,
9657,base,base,9488,Road_214-Lane_1-Waypoint_126,214,1,-2454.592,-0.008,-1359.122,1645,Road_214-Lane_1-Waypoint_127,214,1,-2450.705,-0.008,-1360.565,,,,0.00,1,gley,
9658,base,base,9489,Road_214-Lane_3-Waypoint_42,214,3,-2593.988,0.000,-1208.185,14062,Road_214-Lane_3-Waypoint_44,214,3,-2594.150,0.000,-1212.915,,,,0.00,0,gley,
9659,base,base,9490,Road_132-Lane_0-Waypoint_36,132,0,-560.036,0.010,-132.263,11424,Road_132-Lane_0-Waypoint_34,132,0,-560.041,0.010,-128.051,,,,0.00,1,gley,
9660,base,base,9491,Road_209-Lane_1-Waypoint_100,209,1,-2709.305,-0.008,-1377.087,8682,Road_209-Lane_1-Waypoint_102,209,1,-2703.411,-0.008,-1377.142,,,,0.00,1,gley,
9661,base,base,9492,Road_11-Lane_0-Waypoint_18,11,0,368.938,0.010,-378.015,7472,Road_11-Lane_0-Waypoint_20,11,0,374.809,0.010,-378.007,,,,0.00,0,gley,
9662,base,base,9493,Road_10-Lane_1-Waypoint_14,10,1,348.472,0.000,-355.875,15845,Road_10-Lane_1-Waypoint_16,10,1,344.032,0.000,-355.877,,,,0.00,0,gley,
9663,base,base,9494,Road_124-Lane_1-CConnect13,124,1,-286.662,0.010,-153.999,1022,Road_124-Lane_1-Connector2,124,1,-290.595,0.010,-156.755,,,,0.00,1,gley,
9664,base,base,9495,Road_145-Lane_1-Waypoint_30,145,1,-1855.465,1.756,-1473.059,5125,Road_145-Lane_1-Waypoint_32,145,1,-1853.789,1.835,-1477.506,,,,0.00,1,gley,
9665,base,base,9496,Road_67-Lane_0-Waypoint_4,67,0,-211.197,0.000,431.684,16741,Road_67-Lane_0-Waypoint_2,67,0,-211.198,0.000,438.613,,,,0.00,1,gley,
9666,base,base,9497,Road_49-Lane_0-Waypoint_10,49,0,262.774,0.000,322.446,9832,Road_49-Lane_0-Waypoint_8,49,0,258.602,0.000,322.439,,,,0.00,1,gley,
9667,base,base,9498,Road_24-Lane_1-Waypoint_26,24,1,399.870,0.000,65.203,1991,Road_24-Lane_1-Waypoint_28,24,1,399.870,0.000,69.216,,,,0.00,1,gley,
9668,base,base,9499,Road_154-Lane_0-Waypoint_46,154,0,-1412.515,0.200,-1197.687,8563,Road_154-Lane_0-Waypoint_44,154,0,-1412.515,0.200,-1203.358,,,,0.00,1,gley,
9669,base,base,9500,Road_13-Lane_2-CConnect5,13,2,319.767,0.000,-374.274,4531,Road_4-Lane_1-CConnect8,4,1,322.176,0.000,-374.269,,,,0.00,1,gley,
9670,base,base,9501,Road_82-Lane_0-Out,82,0,137.968,0.000,360.076,5757,Road_82-Lane_0-CConnect6,82,0,137.959,0.000,365.211,,,,0.00,1,gley,
9671,base,base,9502,Road_25-Lane_0-Waypoint_18,25,0,339.042,0.000,161.944,11831,Road_25-Lane_0-Waypoint_16,25,0,343.906,0.000,161.944,,,,0.00,1,gley,
9672,base,base,9503,Road_32-Lane_2-Connector2,32,2,131.172,0.000,-216.494,8981,Road_32-Lane_2-Connector3,32,2,134.334,0.000,-216.498,,,,0.00,0,gley,
9673,base,base,9504,Road_110-Lane_3-Connector3,110,3,-214.516,0.006,-374.243,8198,Road_110-Lane_3-Connector4,110,3,-211.495,0.004,-374.256,,,,0.00,1,gley,
9674,base,base,9505,Road_1700-Lane_1-In,1700,1,-1676.777,0.200,-1311.644,10570,Road_1700-Lane_1-Waypoint_2,1700,1,-1676.777,0.200,-1303.930,,,,0.00,0,gley,bridge_deck
9675,base,base,9506,Road_236-Lane_0-Waypoint_4,236,0,-2448.542,0.000,-892.121,4007,Road_236-Lane_0-Waypoint_6,236,0,-2455.001,0.000,-892.506,,,,0.00,1,gley,
9676,base,base,9507,Road_205-Lane_1-Waypoint_38,205,1,-2519.102,0.000,-1046.809,5335,Road_205-Lane_1-Waypoint_40,205,1,-2518.906,0.000,-1041.840,,,,0.00,1,gley,
9677,base,base,9508,Road_34-Lane_1-Waypoint_4,34,1,75.813,0.000,-381.927,1649,Road_34-Lane_1-Waypoint_6,34,1,81.057,0.000,-381.929,,,,0.00,0,gley,
9678,base,base,9509,Road_251-Lane_0-Waypoint_119,251,0,-2918.604,0.050,-1682.065,5955,Road_251-Lane_0-Waypoint_117,251,0,-2918.411,0.050,-1677.744,,,,0.00,1,gley,
9680,base,base,9511,Road_237-Lane_0-Waypoint_245,237,0,-2495.427,0.000,-951.297,2542,Road_237-Lane_0-Waypoint_243,237,0,-2491.581,0.000,-947.945,,,,0.00,1,gley,
9681,base,base,9512,Road_214-Lane_1-Waypoint_82,214,1,-2566.262,-0.008,-1289.700,10866,Road_214-Lane_1-Waypoint_84,214,1,-2563.419,-0.008,-1293.224,,,,0.00,1,gley,
9682,base,base,9513,Road_142-Lane_0-Connector2,142,0,-1854.085,0.300,-1330.100,9643,Road_142-Lane_0-Connector3,142,0,-1856.997,0.300,-1329.132,,,,0.00,0,gley,
9683,base,base,9514,Road_106-Lane_1-Waypoint_54,106,1,-36.388,0.000,-50.739,12466,Road_106-Lane_1-Waypoint_56,106,1,-36.380,0.000,-43.082,,,,0.00,1,gley,
9684,base,base,9515,Road_94-Lane_3-Waypoint_10,94,3,-80.517,0.000,-351.773,14651,Road_94-Lane_3-Waypoint_12,94,3,-84.528,0.000,-351.777,,,,0.00,0,gley,
9685,base,base,9516,Road_99-Lane_2-Connector2,99,2,-210.142,0.000,-203.036,3152,Road_99-Lane_2-CConnect2,99,2,-211.111,0.000,-199.289,,,,0.00,0,gley,
9686,base,base,9517,Road_132-Lane_1-Waypoint_30,132,1,-564.052,0.010,-119.919,5083,Road_132-Lane_1-Waypoint_32,132,1,-564.046,0.010,-123.953,,,,0.00,1,gley,
9687,base,base,9518,Road_124-Lane_2-CConnect3,124,2,-224.016,0.007,-112.979,4330,Road_124-Lane_2-Connector2,124,2,-219.497,0.005,-111.510,,,,0.00,0,gley,
9688,base,base,9519,Road_5-Lane_0-CConnect7,5,0,221.470,0.000,-223.680,5742,Road_16-Lane_0-In,16,0,221.481,0.000,-228.063,,,,0.00,1,gley,
9689,base,base,9520,Road_42-Lane_1-Waypoint_22,42,1,399.840,0.000,393.473,12697,Road_42-Lane_1-Waypoint_24,42,1,399.837,0.000,397.521,,,,0.00,1,gley,
9690,base,base,9521,Road_133-Lane_2-CConnect2,133,2,-327.702,0.010,-164.382,16342,Road_133-Lane_2-CConnect1,133,2,-330.050,0.010,-166.539,,,,0.00,1,gley,
9691,base,base,9522,Road_242-Lane_1-Waypoint_88,242,1,-3119.118,0.050,-1356.705,9487,Road_242-Lane_1-Waypoint_90,242,1,-3111.996,0.050,-1356.544,,,,0.00,1,gley,
9692,base,base,9523,Road_7-Lane_0-Waypoint_16,7,0,362.208,0.000,-21.321,4558,Road_7-Lane_0-Waypoint_14,7,0,357.872,0.000,-21.316,,,,0.00,1,gley,
9693,base,base,9524,Road_128-Lane_0-Connector2,128,0,-303.400,0.010,-137.748,11467,Road_128-Lane_0-Connector3,128,0,-305.113,0.010,-140.105,,,,0.00,1,gley,
9694,base,base,9525,Road_118-Lane_3-Connector5,118,3,-481.864,0.010,-204.611,2396,Road_118-Lane_3-CConnect5,118,3,-486.485,0.010,-204.588,,,,0.00,0,gley,
9695,base,base,9526,Road_127-Lane_1-Connector4,127,1,-296.669,0.010,-169.152,6893,Road_127-Lane_1-Connector5,127,1,-294.939,0.010,-166.665,,,,0.00,1,gley,
9696,base,base,9527,Road_222-Lane_3-Waypoint_26,222,3,-2697.867,-0.008,-1028.662,9423,Road_222-Lane_3-Waypoint_28,222,3,-2703.764,-0.008,-1028.927,,,,0.00,0,gley,
9697,base,base,9528,Road_107-Lane_0-CConnect9,107,0,46.779,0.000,-197.386,16138,Road_107-Lane_0-Connector2,107,0,46.794,0.000,-201.777,,,,0.00,1,gley,
9698,base,base,9529,Road_222-Lane_2-Waypoint_56,222,2,-2769.167,-0.008,-1041.980,13530,Road_222-Lane_2-Waypoint_54,222,2,-2763.040,-0.008,-1042.238,,,,0.00,0,gley,
9699,base,base,9530,Road_240-Lane_0-Waypoint_109,240,0,-3154.303,0.050,-1551.274,7196,Road_240-Lane_0-Waypoint_107,240,0,-3159.452,0.050,-1551.265,,,,0.00,1,gley,
9700,base,base,9531,Road_119-Lane_1-Connector4,119,1,-563.138,0.010,-215.575,6445,Road_119-Lane_1-CConnect4,119,1,-563.732,0.010,-220.877,,,,0.00,1,gley,
9701,base,base,9532,Road_17-Lane_0-Waypoint_2,17,0,202.067,0.000,-212.499,12060,Road_17-Lane_0-Out,17,0,209.417,0.000,-212.497,,,,0.00,1,gley,
9702,base,base,9533,Road_101-Lane_3-Waypoint_10,101,3,1.257,0.000,-216.482,13419,Road_101-Lane_3-Waypoint_12,101,3,5.270,0.000,-216.475,,,,0.00,0,gley,
9703,base,base,9534,Road_32-Lane_0-Waypoint_22,32,0,64.915,0.000,-212.488,9650,Road_32-Lane_0-Waypoint_20,32,0,71.516,0.000,-212.487,,,,0.00,1,gley,
9704,base,base,9535,Road_131-Lane_0-CConnect7,131,0,-476.631,0.010,-223.910,16521,Road_129-Lane_0-In,129,0,-476.617,0.010,-227.851,,,,0.00,1,gley,
